"rank","track","artist","billed_artist_count","is_collaboration","spotify_streams_total","daily_streams","daily_streams_rank","daily_stream_share_pct"
36,318,37,1,1,1.87866398630259,0.965578180714208,72,-0.133650527510206
37,443,92,1,1,1.87277264472213,0.411204693059079,130,-0.502863147465392
38,519,73,1,1,1.80389569734801,5.15965735776973,6,2.77862657720948
39,695,141,1,1,1.77385423116758,0.441514685349133,120,-0.454235143861538
40,413,269,1,1,1.75583531672821,0.368202135555618,135,-0.500161591709622
41,290,53,1,1,1.72956643734051,-0.294156222590609,352,-0.959426070190463
42,94,354,1,1,1.69261389052524,-0.111813481516642,261,-0.825248800987237
43,39,88,1,1,1.618976968936,0.34768367387594,140,-0.474947071322439
44,589,288,1,1,1.5701902115281,4.67439142844414,8,2.77142242852743
45,691,21,1,1,1.53851160240887,0.709752621099594,91,-0.175974901017264
